,loss,grad_norm,learning_rate,epoch,step,eval_loss,eval_accuracy,eval_runtime,eval_samples_per_second,eval_steps_per_second,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss
62,0.1562,1.7260777950286865,3.6e-05,32.0,64,,,,,,,,,,
63,,,,32.0,64,2.1751456260681152,0.5,0.1721,360.217,5.81,,,,,
64,0.1441,2.164008617401123,3.4000000000000007e-05,33.0,66,,,,,,,,,,
65,,,,33.0,66,2.1912190914154053,0.5161290322580645,0.1735,357.326,5.763,,,,,
66,0.1439,1.9759972095489502,3.2000000000000005e-05,34.0,68,,,,,,,,,,
67,,,,34.0,68,2.199972152709961,0.5161290322580645,0.1731,358.217,5.778,,,,,
68,0.1416,2.0126233100891113,3e-05,35.0,70,,,,,,,,,,
69,,,,35.0,70,2.204723834991455,0.5161290322580645,0.1721,360.165,5.809,,,,,
70,0.1436,2.083125114440918,2.8000000000000003e-05,36.0,72,,,,,,,,,,
71,,,,36.0,72,2.2279465198516846,0.5161290322580645,0.1725,359.371,5.796,,,,,
72,0.1395,2.1228339672088623,2.6000000000000002e-05,37.0,74,,,,,,,,,,
73,,,,37.0,74,2.2556564807891846,0.5161290322580645,0.1714,361.653,5.833,,,,,
74,0.1354,1.5875500440597534,2.4e-05,38.0,76,,,,,,,,,,
75,,,,38.0,76,2.2721402645111084,0.5161290322580645,0.1732,358.056,5.775,,,,,
76,0.1266,1.4289230108261108,2.2000000000000003e-05,39.0,78,,,,,,,,,,
77,,,,39.0,78,2.2873942852020264,0.532258064516129,0.1723,359.873,5.804,,,,,
78,0.1337,2.0773956775665283,2e-05,40.0,80,,,,,,,,,,
79,,,,40.0,80,2.2932753562927246,0.532258064516129,0.1716,361.318,5.828,,,,,
80,0.1261,1.2266417741775513,1.8e-05,41.0,82,,,,,,,,,,
81,,,,41.0,82,2.286618709564209,0.5161290322580645,0.1726,359.159,5.793,,,,,
82,0.1276,1.7140268087387085,1.6000000000000003e-05,42.0,84,,,,,,,,,,
83,,,,42.0,84,2.2817397117614746,0.532258064516129,0.1725,359.396,5.797,,,,,
84,0.1329,1.7535789012908936,1.4000000000000001e-05,43.0,86,,,,,,,,,,
85,,,,43.0,86,2.282668113708496,0.5161290322580645,0.1731,358.191,5.777,,,,,
86,0.1279,1.443557858467102,1.2e-05,44.0,88,,,,,,,,,,
87,,,,44.0,88,2.285414218902588,0.5161290322580645,0.1721,360.297,5.811,,,,,
88,0.1256,1.977980375289917,1e-05,45.0,90,,,,,,,,,,
89,,,,45.0,90,2.286463975906372,0.5161290322580645,0.1727,359.012,5.791,,,,,
90,0.117,1.296388030052185,8.000000000000001e-06,46.0,92,,,,,,,,,,
91,,,,46.0,92,2.2874486446380615,0.5,0.1736,357.098,5.76,,,,,
92,0.1157,1.3546581268310547,6e-06,47.0,94,,,,,,,,,,
93,,,,47.0,94,2.2906978130340576,0.5,0.1718,360.895,5.821,,,,,
94,0.1166,1.6066486835479736,4.000000000000001e-06,48.0,96,,,,,,,,,,
95,,,,48.0,96,2.294689893722534,0.5,0.1719,360.69,5.818,,,,,
96,0.1207,1.7408775091171265,2.0000000000000003e-06,49.0,98,,,,,,,,,,
97,,,,49.0,98,2.29701828956604,0.5,0.1717,361.111,5.824,,,,,
98,0.1193,1.6511356830596924,0.0,50.0,100,,,,,,,,,,
99,,,,50.0,100,2.297459363937378,0.5,0.1733,357.722,5.77,,,,,
100,,,,50.0,100,,,,,,92.9429,133.415,1.076,3263075073638400.0,0.7180233530700206
